Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
Cre06.g278195	Cre12.g483700_4532.1.p;Cre12.g483700_4532.3.p;Cre12.g483700_4532.2.p	Cre12.g483700_4532.1.p;Cre12.g483700_4532.3.p;Cre12.g483700_4532.2.p	24502|0	24502	12251	2	0|0	0.5	1	0.5	1	0.5	-0.21	122510	0	
Cre06.g278195	Cre12.g508150_4532.1.p	Cre12.g508150_4532.1.p	29206|0	29206	14603	2	0|0	0.5	1	0.5	1	0.5	-0.21	146030	0	
Cre06.g278195	Cre12.g516200_4532.4.p;Cre12.g516200_4532.3.p;Cre12.g516200_4532.2.p;Cre12.g516200_4532.1.p	Cre12.g516200_4532.4.p;Cre12.g516200_4532.3.p;Cre12.g516200_4532.2.p;Cre12.g516200_4532.1.p	57338|0	57338	28669	2	0|0	0.5	1	0.5	1	0.5	-0.21	286690	0	
Cre06.g278195	Cre12.g549550_4532.1.p;Cre12.g542250_4532.3.p;Cre12.g542250_4532.2.p;Cre12.g542250_4532.1.p	Cre12.g549550_4532.1.p;Cre12.g542250_4532.3.p;Cre12.g542250_4532.2.p;Cre12.g542250_4532.1.p	47082|0	47082	23541	2	0|0	0.5	1	0.5	1	0.5	-0.21	235410	0	
Cre06.g278195	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	54504|7716	62220	31110	2	49744|0	0	0	0	0	0	#NAME?	1.25	0.4	
Cre06.g278195	Cre13.g592500_4532.1.p	Cre13.g592500_4532.1.p	55808|0	55808	27904	2	0|0	0.5	1	0.5	1	0.5	-0.21	279040	0	
Cre06.g278195	Cre14.g630100_4532.3.p;Cre14.g630100_4532.2.p;Cre14.g630100_4532.1.p	Cre14.g630100_4532.3.p;Cre14.g630100_4532.2.p;Cre14.g630100_4532.1.p	34568|0	34568	17284	2	0|0	0.5	1	0.5	1	0.5	-0.21	172840	0	
Cre06.g278195	Cre15.g635650_4532.1.p	Cre15.g635650_4532.1.p	19510|0	19510	9755	2	0|0	0.5	1	0.5	1	0.5	-0.21	97550	0	
Cre06.g278195	Cre16.g651750_4532.2.p;Cre16.g651750_4532.1.p	Cre16.g651750_4532.2.p;Cre16.g651750_4532.1.p	15478|0	15478	7739	2	0|0	0.5	1	0.5	1	0.5	-0.21	77390	0	
Cre06.g278195	Cre17.g720250_4532.1.p	Cre17.g720250_4532.1.p	7665|0	7665	3832.5	2	0|0	0.5	1	0.5	1	0.5	-0.21	38325	0	
Cre06.g278195	CreCp.g802263_4532.1.p	CreCp.g802263_4532.1.p	47076|0	47076	23538	2	0|0	0.5	1	0.5	1	0.5	-0.21	235380	0	
Cre06.g278195	CreCp.g802274_4532.1.p	CreCp.g802274_4532.1.p	39346|0	39346	19673	2	0|0	0.5	1	0.5	1	0.5	-0.21	196730	0	
Cre06.g278195	CreCp.g802313_4532.1.p	CreCp.g802313_4532.1.p	63260|0	63260	31630	2	0|0	0.5	1	0.5	1	0.5	-0.21	316300	0	
Cre06.g278195	CreCp.g802314_4532.1.p	CreCp.g802314_4532.1.p	51674|0	51674	25837	2	0|0	0.5	1	0.5	1	0.5	-0.21	258370	0	
Cre06.g278195	Cre08.g368500_4532.1.p;Cre08.g368500_4532.2.p	Cre08.g368500_4532.1.p;Cre08.g368500_4532.2.p	65114|0	65114	32557	2	0|0	0.5	1	0.5	1	0.5	-0.21	325570	0	
Cre06.g278195	Cre09.g392867_4532.7.p;Cre09.g392867_4532.10.p;Cre09.g392867_4532.4.p;Cre09.g392867_4532.21.p;Cre09.g392867_4532.2.p;Cre09.g392867_4532.11.p;Cre09.g392867_4532.20.p;Cre09.g392867_4532.19.p;Cre09.g392867_4532.18.p;Cre09.g392867_4532.17.p;Cre09.g392867_4532.9.p;Cre09.g392867_4532.6.p;Cre09.g392867_4532.3.p;Cre09.g392867_4532.15.p;Cre09.g392867_4532.14.p;Cre09.g392867_4532.13.p;Cre09.g392867_4532.8.p;Cre09.g392867_4532.12.p;Cre09.g392867_4532.5.p;Cre09.g392867_4532.1.p;Cre09.g392867_4532.16.p	Cre09.g392867_4532.7.p;Cre09.g392867_4532.10.p;Cre09.g392867_4532.4.p;Cre09.g392867_4532.21.p;Cre09.g392867_4532.2.p;Cre09.g392867_4532.11.p;Cre09.g392867_4532.20.p;Cre09.g392867_4532.19.p;Cre09.g392867_4532.18.p;Cre09.g392867_4532.17.p;Cre09.g392867_4532.9.p;Cre09.g392867_4532.6.p;Cre09.g392867_4532.3.p;Cre09.g392867_4532.15.p;Cre09.g392867_4532.14.p;Cre09.g392867_4532.13.p;Cre09.g392867_4532.8.p;Cre09.g392867_4532.12.p;Cre09.g392867_4532.5.p;Cre09.g392867_4532.1.p;Cre09.g392867_4532.16.p	35300|0	35300	17650	2	0|0	0.5	1	0.5	1	0.5	-0.21	176500	0	
Cre06.g285401	Cre01.g010900_4532.5.p;Cre01.g010900_4532.3.p;Cre01.g010900_4532.1.p;Cre01.g010900_4532.4.p;Cre01.g010900_4532.2.p	Cre01.g010900_4532.5.p;Cre01.g010900_4532.3.p;Cre01.g010900_4532.1.p;Cre01.g010900_4532.4.p;Cre01.g010900_4532.2.p	9412|0	9412	4706	2	0|0	0.5	1	0.5	1	0.5	-0.21	47060	0	
Cre06.g285401	Cre02.g088900_4532.1.p	Cre02.g088900_4532.1.p	48892|0	48892	24446	2	0|0	0.5	1	0.5	1	0.5	-0.21	244460	0	
Cre06.g285401	Cre06.g258800_4532.1.p	Cre06.g258800_4532.1.p	15340|17768	33108	16554	2	0|0	1	1	1	1	1	inf	165540	0	
Cre06.g285401	Cre06.g285401_4532.1.p	Cre06.g285401_4532.1.p	18352|4368	22720	11360	2	0|0	1	1	1	1	1	inf	113600	0	
Cre06.g285401	Cre09.g394200_4532.7.p;Cre09.g394200_4532.4.p;Cre09.g394200_4532.3.p;Cre09.g394200_4532.2.p;Cre09.g394200_4532.6.p;Cre09.g394200_4532.5.p;Cre09.g394200_4532.1.p	Cre09.g394200_4532.7.p;Cre09.g394200_4532.4.p;Cre09.g394200_4532.3.p;Cre09.g394200_4532.2.p;Cre09.g394200_4532.6.p;Cre09.g394200_4532.5.p;Cre09.g394200_4532.1.p	5888|46524	52412	26206	2	0|0	1	1	1	1	1	inf	262060	0	
Cre06.g285401	Cre10.g452800_4532.1.p	Cre10.g452800_4532.1.p	50254|0	50254	25127	2	0|0	0.5	1	0.5	1	0.5	-0.21	251270	0	
Cre06.g285401	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	1760|55200	56960	28480	2	49744|0	0	0	0	0	0	#NAME?	1.15	0.4	
Cre06.g285401	Cre13.g592500_4532.1.p	Cre13.g592500_4532.1.p	31168|21938	53106	26553	2	0|0	1	1	1	1	1	inf	265530	0	
Cre06.g285401	Cre13.g603700_4532.1.p	Cre13.g603700_4532.1.p	39320|0	39320	19660	2	0|0	0.5	1	0.5	1	0.5	-0.21	196600	0	
Cre06.g285401	Cre15.g635650_4532.1.p	Cre15.g635650_4532.1.p	36606|0	36606	18303	2	0|0	0.5	1	0.5	1	0.5	-0.21	183030	0	
Cre06.g285401	Cre16.g651750_4532.2.p;Cre16.g651750_4532.1.p	Cre16.g651750_4532.2.p;Cre16.g651750_4532.1.p	44922|0	44922	22461	2	0|0	0.5	1	0.5	1	0.5	-0.21	224610	0	
Cre06.g285401	Cre16.g672300_4532.1.p	Cre16.g672300_4532.1.p	29274|56790	20528	10264	2	0|0	1	1	1	1	1	inf	102640	0	
Cre06.g285401	CreCp.g802313_4532.1.p	CreCp.g802313_4532.1.p	32676|0	32676	16338	2	0|0	0.5	1	0.5	1	0.5	-0.21	163380	0	
Cre06.g285401	Cre02.g114600_4532.1.p	Cre02.g114600_4532.1.p	0|55554	55554	27777	2	0|0	0.5	1	0.5	1	0.5	-0.21	277770	0	
Cre06.g285401	Cre04.g223100_4532.1.p;Cre04.g223100_4532.3.p;Cre04.g223100_4532.2.p	Cre04.g223100_4532.1.p;Cre04.g223100_4532.3.p;Cre04.g223100_4532.2.p	0|42144	42144	21072	2	0|0	0.5	1	0.5	1	0.5	-0.21	210720	0	
Cre06.g285401	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	0|38436	38436	19218	2	0|0	0.5	1	0.5	1	0.5	-0.21	192180	0	
Cre06.g285401	Cre09.g397697_4532.1.p	Cre09.g397697_4532.1.p	0|37792	37792	18896	2	0|0	0.5	1	0.5	1	0.5	-0.21	188960	0	
Cre06.g285401	Cre12.g483700_4532.1.p;Cre12.g483700_4532.3.p;Cre12.g483700_4532.2.p	Cre12.g483700_4532.1.p;Cre12.g483700_4532.3.p;Cre12.g483700_4532.2.p	0|13772	13772	6886	2	0|0	0.5	1	0.5	1	0.5	-0.21	68860	0	
Cre06.g285401	Cre08.g368500_4532.1.p;Cre08.g368500_4532.2.p	Cre08.g368500_4532.1.p;Cre08.g368500_4532.2.p	0|14176	14176	7088	2	0|0	0.5	1	0.5	1	0.5	-0.21	70880	0	
Cre06.g290400	Cre02.g088900_4532.1.p	Cre02.g088900_4532.1.p	23972|0	23972	11986	2	0|0	0.5	1	0.5	1	0.5	-0.21	119860	0	
Cre06.g290400	Cre04.g223100_4532.1.p;Cre04.g223100_4532.3.p;Cre04.g223100_4532.2.p	Cre04.g223100_4532.1.p;Cre04.g223100_4532.3.p;Cre04.g223100_4532.2.p	6788|0	6788	3394	2	0|0	0.5	1	0.5	1	0.5	-0.21	33940	0	
Cre06.g290400	Cre06.g258800_4532.1.p	Cre06.g258800_4532.1.p	59040|0	59040	29520	2	0|0	0.5	1	0.5	1	0.5	-0.21	295200	0	
Cre06.g290400	Cre09.g394200_4532.7.p;Cre09.g394200_4532.4.p;Cre09.g394200_4532.3.p;Cre09.g394200_4532.2.p;Cre09.g394200_4532.6.p;Cre09.g394200_4532.5.p;Cre09.g394200_4532.1.p	Cre09.g394200_4532.7.p;Cre09.g394200_4532.4.p;Cre09.g394200_4532.3.p;Cre09.g394200_4532.2.p;Cre09.g394200_4532.6.p;Cre09.g394200_4532.5.p;Cre09.g394200_4532.1.p	63140|0	63140	31570	2	0|0	0.5	1	0.5	1	0.5	-0.21	315700	0	
Cre06.g290400	Cre09.g398900_4532.2.p;Cre09.g398900_4532.1.p	Cre09.g398900_4532.2.p;Cre09.g398900_4532.1.p	14066|0	14066	7033	2	0|0	0.5	1	0.5	1	0.5	-0.21	70330	0	
Cre06.g290400	Cre12.g483700_4532.1.p;Cre12.g483700_4532.3.p;Cre12.g483700_4532.2.p	Cre12.g483700_4532.1.p;Cre12.g483700_4532.3.p;Cre12.g483700_4532.2.p	26940|0	26940	13470	2	0|0	0.5	1	0.5	1	0.5	-0.21	134700	0	
Cre06.g290400	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	1992|39968	41960	20980	2	49744|0	0	0	0	0	0	#NAME?	0.84	0.4	
Cre06.g290400	Cre13.g592500_4532.1.p	Cre13.g592500_4532.1.p	57408|0	57408	28704	2	0|0	0.5	1	0.5	1	0.5	-0.21	287040	0	
Cre06.g290400	Cre15.g635650_4532.1.p	Cre15.g635650_4532.1.p	56052|0	56052	28026	2	0|0	0.5	1	0.5	1	0.5	-0.21	280260	0	
Cre06.g290400	CreCp.g802313_4532.1.p	CreCp.g802313_4532.1.p	55928|0	55928	27964	2	0|0	0.5	1	0.5	1	0.5	-0.21	279640	0	
Cre06.g295350	Cre01.g010900_4532.5.p;Cre01.g010900_4532.3.p;Cre01.g010900_4532.1.p;Cre01.g010900_4532.4.p;Cre01.g010900_4532.2.p	Cre01.g010900_4532.5.p;Cre01.g010900_4532.3.p;Cre01.g010900_4532.1.p;Cre01.g010900_4532.4.p;Cre01.g010900_4532.2.p	3116|0	3116	1558	2	0|0	0.5	1	0.5	1	0.5	-0.21	15580	0	
Cre06.g295350	Cre02.g143307_4532.2.p;Cre02.g143307_4532.1.p	Cre02.g143307_4532.2.p;Cre02.g143307_4532.1.p	51644|0	51644	25822	2	0|0	0.5	1	0.5	1	0.5	-0.21	258220	0	
Cre06.g295350	Cre03.g190950_4532.3.p;Cre03.g190950_4532.2.p;Cre04.g216850_4532.2.p;Cre04.g216850_4532.1.p;Cre03.g190950_4532.4.p;Cre03.g190950_4532.1.p	Cre03.g190950_4532.3.p;Cre03.g190950_4532.2.p;Cre04.g216850_4532.2.p;Cre04.g216850_4532.1.p;Cre03.g190950_4532.4.p;Cre03.g190950_4532.1.p	27578|0	27578	13789	2	0|0	0.5	1	0.5	1	0.5	-0.21	137890	0	
Cre06.g295350	Cre03.g204250_4532.2.p;Cre03.g204250_4532.4.p;Cre03.g204250_4532.3.p;Cre03.g204250_4532.1.p	Cre03.g204250_4532.2.p;Cre03.g204250_4532.4.p;Cre03.g204250_4532.3.p;Cre03.g204250_4532.1.p	34944|0	34944	17472	2	0|0	0.5	1	0.5	1	0.5	-0.21	174720	0	
Cre06.g295350	Cre04.g223100_4532.1.p;Cre04.g223100_4532.3.p;Cre04.g223100_4532.2.p	Cre04.g223100_4532.1.p;Cre04.g223100_4532.3.p;Cre04.g223100_4532.2.p	36618|0	36618	18309	2	0|0	0.5	1	0.5	1	0.5	-0.21	183090	0	
Cre06.g295350	Cre05.g248450_4532.1.p;Cre05.g248400_4532.1.p	Cre05.g248450_4532.1.p;Cre05.g248400_4532.1.p	45656|0	45656	22828	2	0|0	0.5	1	0.5	1	0.5	-0.21	228280	0	
Cre06.g295350	Cre06.g258800_4532.1.p	Cre06.g258800_4532.1.p	59980|48884	43328	21664	2	0|0	1	1	1	1	1	inf	216640	0	
Cre06.g295350	Cre06.g263250_4532.1.p	Cre06.g263250_4532.1.p	58196|0	58196	29098	2	0|0	0.5	1	0.5	1	0.5	-0.21	290980	0	
Cre06.g295350	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	54784|0	54784	27392	2	0|0	0.5	1	0.5	1	0.5	-0.21	273920	0	
Cre06.g295350	Cre06.g285250_4532.1.p;Cre06.g284250_4532.1.p;Cre06.g283950_4532.1.p;Cre06.g285250_4532.2.p	Cre06.g285250_4532.1.p;Cre06.g284250_4532.1.p;Cre06.g283950_4532.1.p;Cre06.g285250_4532.2.p	40920|0	40920	20460	2	0|0	0.5	1	0.5	1	0.5	-0.21	204600	0	
Cre06.g295350	Cre07.g353450_4532.6.p;Cre07.g353450_4532.5.p;Cre07.g353450_4532.4.p;Cre07.g353450_4532.3.p;Cre07.g353450_4532.2.p;Cre07.g353450_4532.1.p	Cre07.g353450_4532.6.p;Cre07.g353450_4532.5.p;Cre07.g353450_4532.4.p;Cre07.g353450_4532.3.p;Cre07.g353450_4532.2.p;Cre07.g353450_4532.1.p	3892|0	3892	1946	2	0|0	0.5	1	0.5	1	0.5	-0.21	19460	0	
Cre06.g295350	Cre09.g394200_4532.7.p;Cre09.g394200_4532.4.p;Cre09.g394200_4532.3.p;Cre09.g394200_4532.2.p;Cre09.g394200_4532.6.p;Cre09.g394200_4532.5.p;Cre09.g394200_4532.1.p	Cre09.g394200_4532.7.p;Cre09.g394200_4532.4.p;Cre09.g394200_4532.3.p;Cre09.g394200_4532.2.p;Cre09.g394200_4532.6.p;Cre09.g394200_4532.5.p;Cre09.g394200_4532.1.p	49824|0	49824	24912	2	0|0	0.5	1	0.5	1	0.5	-0.21	249120	0	
Cre06.g295350	Cre10.g417700_4532.4.p;Cre10.g417700_4532.1.p;Cre10.g417700_4532.5.p;Cre10.g417700_4532.3.p;Cre10.g417700_4532.2.p	Cre10.g417700_4532.4.p;Cre10.g417700_4532.1.p;Cre10.g417700_4532.5.p;Cre10.g417700_4532.3.p;Cre10.g417700_4532.2.p	19886|0	19886	9943	2	0|0	0.5	1	0.5	1	0.5	-0.21	99430	0	
Cre06.g295350	Cre10.g452800_4532.1.p	Cre10.g452800_4532.1.p	52164|0	52164	26082	2	0|0	0.5	1	0.5	1	0.5	-0.21	260820	0	
Cre06.g295350	Cre12.g549550_4532.1.p;Cre12.g542250_4532.3.p;Cre12.g542250_4532.2.p;Cre12.g542250_4532.1.p	Cre12.g549550_4532.1.p;Cre12.g542250_4532.3.p;Cre12.g542250_4532.2.p;Cre12.g542250_4532.1.p	13856|0	13856	6928	2	0|0	0.5	1	0.5	1	0.5	-0.21	69280	0	
Cre06.g295350	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	58224|7276	65500	32750	2	49744|0	0	0	0	0	0	#NAME?	1.32	0.4	
Cre06.g295350	Cre13.g592500_4532.1.p	Cre13.g592500_4532.1.p	30558|0	30558	15279	2	0|0	0.5	1	0.5	1	0.5	-0.21	152790	0	
Cre06.g295350	Cre14.g630100_4532.3.p;Cre14.g630100_4532.2.p;Cre14.g630100_4532.1.p	Cre14.g630100_4532.3.p;Cre14.g630100_4532.2.p;Cre14.g630100_4532.1.p	170|0	170	85	2	0|0	0.5	1	0.5	1	0.5	-0.21	850	0	
Cre06.g295350	Cre17.g720250_4532.1.p	Cre17.g720250_4532.1.p	21820|0	21820	10910	2	0|0	0.5	1	0.5	1	0.5	-0.21	109100	0	
Cre06.g295350	CreCp.g802313_4532.1.p	CreCp.g802313_4532.1.p	23720|0	23720	11860	2	0|0	0.5	1	0.5	1	0.5	-0.21	118600	0	
Cre06.g295350	Cre09.g392867_4532.7.p;Cre09.g392867_4532.10.p;Cre09.g392867_4532.4.p;Cre09.g392867_4532.21.p;Cre09.g392867_4532.2.p;Cre09.g392867_4532.11.p;Cre09.g392867_4532.20.p;Cre09.g392867_4532.19.p;Cre09.g392867_4532.18.p;Cre09.g392867_4532.17.p;Cre09.g392867_4532.9.p;Cre09.g392867_4532.6.p;Cre09.g392867_4532.3.p;Cre09.g392867_4532.15.p;Cre09.g392867_4532.14.p;Cre09.g392867_4532.13.p;Cre09.g392867_4532.8.p;Cre09.g392867_4532.12.p;Cre09.g392867_4532.5.p;Cre09.g392867_4532.1.p;Cre09.g392867_4532.16.p	Cre09.g392867_4532.7.p;Cre09.g392867_4532.10.p;Cre09.g392867_4532.4.p;Cre09.g392867_4532.21.p;Cre09.g392867_4532.2.p;Cre09.g392867_4532.11.p;Cre09.g392867_4532.20.p;Cre09.g392867_4532.19.p;Cre09.g392867_4532.18.p;Cre09.g392867_4532.17.p;Cre09.g392867_4532.9.p;Cre09.g392867_4532.6.p;Cre09.g392867_4532.3.p;Cre09.g392867_4532.15.p;Cre09.g392867_4532.14.p;Cre09.g392867_4532.13.p;Cre09.g392867_4532.8.p;Cre09.g392867_4532.12.p;Cre09.g392867_4532.5.p;Cre09.g392867_4532.1.p;Cre09.g392867_4532.16.p	17504|0	17504	8752	2	0|0	0.5	1	0.5	1	0.5	-0.21	87520	0	
Cre06.g295350	Cre09.g398900_4532.2.p;Cre09.g398900_4532.1.p	Cre09.g398900_4532.2.p;Cre09.g398900_4532.1.p	0|41960	41960	20980	2	0|0	0.5	1	0.5	1	0.5	-0.21	209800	0	
Cre07.g344550	Cre06.g258800_4532.1.p	Cre06.g258800_4532.1.p	1172|0	1172	586	2	0|0	0.5	1	0.5	1	0.5	-0.21	5860	0	
Cre07.g344550	Cre09.g398900_4532.2.p;Cre09.g398900_4532.1.p	Cre09.g398900_4532.2.p;Cre09.g398900_4532.1.p	10570|0	10570	5285	2	0|0	0.5	1	0.5	1	0.5	-0.21	52850	0	
Cre07.g344550	Cre10.g452800_4532.1.p	Cre10.g452800_4532.1.p	60116|0	60116	30058	2	0|0	0.5	1	0.5	1	0.5	-0.21	300580	0	
Cre07.g344550	Cre12.g483700_4532.1.p;Cre12.g483700_4532.3.p;Cre12.g483700_4532.2.p	Cre12.g483700_4532.1.p;Cre12.g483700_4532.3.p;Cre12.g483700_4532.2.p	58938|0	58938	29469	2	0|0	0.5	1	0.5	1	0.5	-0.21	294690	0	
Cre07.g344550	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	3456|9528	12984	6492	2	49744|0	0	0	0	0	0	#NAME?	0.26	0.4	
Cre07.g344550	Cre07.g344400_4532.1.p;Cre07.g344400_4532.3.p;Cre07.g344400_4532.2.p	Cre07.g344400_4532.1.p;Cre07.g344400_4532.3.p;Cre07.g344400_4532.2.p	7720|35376	43096	21548	2	0|0	1	1	1	1	1	inf	215480	0	
Cre07.g344550	Cre07.g344550_4532.1.p;Cre07.g344550_4532.2.p;Cre07.g344550_4532.3.p	Cre07.g344550_4532.1.p;Cre07.g344550_4532.2.p;Cre07.g344550_4532.3.p	23712|41680	65392	32696	2	0|0	1	1	1	1	1	inf	326960	0	
Cre07.g344550	Cre03.g204250_4532.2.p;Cre03.g204250_4532.4.p;Cre03.g204250_4532.3.p;Cre03.g204250_4532.1.p	Cre03.g204250_4532.2.p;Cre03.g204250_4532.4.p;Cre03.g204250_4532.3.p;Cre03.g204250_4532.1.p	0|38464	38464	19232	2	0|0	0.5	1	0.5	1	0.5	-0.21	192320	0	
Cre07.g344550	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	0|42074	42074	21037	2	0|0	0.5	1	0.5	1	0.5	-0.21	210370	0	
Cre07.g353230	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	30180|43632	8276	4138	2	49744|0	0	0	0	0	0	#NAME?	0.17	0.4	
Cre07.g353230	Cre13.g592500_4532.1.p	Cre13.g592500_4532.1.p	57912|0	57912	28956	2	0|0	0.5	1	0.5	1	0.5	-0.21	289560	0	
Cre07.g353230	CreCp.g802313_4532.1.p	CreCp.g802313_4532.1.p	56062|0	56062	28031	2	0|0	0.5	1	0.5	1	0.5	-0.21	280310	0	
Cre07.g356350	Cre06.g258800_4532.1.p	Cre06.g258800_4532.1.p	0|42636	42636	21318	2	0|0	0.5	1	0.5	1	0.5	-0.21	213180	0	
Cre07.g356350	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	0|62202	62202	31101	2	0|0	0.5	1	0.5	1	0.5	-0.21	311010	0	
Cre07.g356350	Cre06.g285250_4532.1.p;Cre06.g284250_4532.1.p;Cre06.g283950_4532.1.p;Cre06.g285250_4532.2.p	Cre06.g285250_4532.1.p;Cre06.g284250_4532.1.p;Cre06.g283950_4532.1.p;Cre06.g285250_4532.2.p	0|6974	6974	3487	2	0|0	0.5	1	0.5	1	0.5	-0.21	34870	0	
Cre07.g356350	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	0|32072	32072	16036	2	49744|0	0	0	0	0	0	#NAME?	0.64	0.4	
Cre08.g362450	Cre03.g204250_4532.2.p;Cre03.g204250_4532.4.p;Cre03.g204250_4532.3.p;Cre03.g204250_4532.1.p	Cre03.g204250_4532.2.p;Cre03.g204250_4532.4.p;Cre03.g204250_4532.3.p;Cre03.g204250_4532.1.p	36204|0	36204	18102	2	0|0	0.5	1	0.5	1	0.5	-0.21	181020	0	
Cre08.g362450	Cre06.g258800_4532.1.p	Cre06.g258800_4532.1.p	22796|0	22796	11398	2	0|0	0.5	1	0.5	1	0.5	-0.21	113980	0	
Cre08.g362450	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	22510|0	22510	11255	2	0|0	0.5	1	0.5	1	0.5	-0.21	112550	0	
Cre08.g362450	Cre09.g389150_4532.1.p	Cre09.g389150_4532.1.p	55732|0	55732	27866	2	0|0	0.5	1	0.5	1	0.5	-0.21	278660	0	
Cre08.g362450	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	35344|43408	13216	6608	2	49744|0	0	0	0	0	0	#NAME?	0.27	0.4	
Cre08.g362450	Cre13.g592500_4532.1.p	Cre13.g592500_4532.1.p	10670|0	10670	5335	2	0|0	0.5	1	0.5	1	0.5	-0.21	53350	0	
Cre08.g362450	Cre16.g651750_4532.2.p;Cre16.g651750_4532.1.p	Cre16.g651750_4532.2.p;Cre16.g651750_4532.1.p	18298|0	18298	9149	2	0|0	0.5	1	0.5	1	0.5	-0.21	91490	0	
Cre09.g387050	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	0|9800	9800	4900	2	49744|0	0	0	0	0	0	#NAME?	0.2	0.4	
Cre09.g393765	Cre01.g010900_4532.5.p;Cre01.g010900_4532.3.p;Cre01.g010900_4532.1.p;Cre01.g010900_4532.4.p;Cre01.g010900_4532.2.p	Cre01.g010900_4532.5.p;Cre01.g010900_4532.3.p;Cre01.g010900_4532.1.p;Cre01.g010900_4532.4.p;Cre01.g010900_4532.2.p	53612|9688	63300	31650	2	0|0	1	1	1	1	1	inf	316500	0	
Cre09.g393765	Cre02.g087950_4532.3.p;Cre02.g087950_4532.2.p;Cre02.g087950_4532.1.p	Cre02.g087950_4532.3.p;Cre02.g087950_4532.2.p;Cre02.g087950_4532.1.p	13728|17668	31396	15698	2	0|0	1	1	1	1	1	inf	156980	0	
Cre09.g393765	Cre02.g143307_4532.2.p;Cre02.g143307_4532.1.p	Cre02.g143307_4532.2.p;Cre02.g143307_4532.1.p	9608|0	9608	4804	2	0|0	0.5	1	0.5	1	0.5	-0.21	48040	0	
Cre09.g393765	Cre03.g145967_4532.1.p	Cre03.g145967_4532.1.p	60202|21618	16284	8142	2	0|0	1	1	1	1	1	inf	81420	0	
Cre09.g393765	Cre03.g204250_4532.2.p;Cre03.g204250_4532.4.p;Cre03.g204250_4532.3.p;Cre03.g204250_4532.1.p	Cre03.g204250_4532.2.p;Cre03.g204250_4532.4.p;Cre03.g204250_4532.3.p;Cre03.g204250_4532.1.p	18302|0	18302	9151	2	0|0	0.5	1	0.5	1	0.5	-0.21	91510	0	
Cre09.g393765	Cre04.g223100_4532.1.p;Cre04.g223100_4532.3.p;Cre04.g223100_4532.2.p	Cre04.g223100_4532.1.p;Cre04.g223100_4532.3.p;Cre04.g223100_4532.2.p	13760|62846	11070	5535	2	0|0	1	1	1	1	1	inf	55350	0	
Cre09.g393765	Cre05.g234550_4532.2.p;Cre05.g234550_4532.1.p	Cre05.g234550_4532.2.p;Cre05.g234550_4532.1.p	46050|48280	28794	14397	2	0|0	1	1	1	1	1	inf	143970	0	
Cre09.g393765	Cre05.g248450_4532.1.p;Cre05.g248400_4532.1.p	Cre05.g248450_4532.1.p;Cre05.g248400_4532.1.p	32296|50294	17054	8527	2	0|0	1	1	1	1	1	inf	85270	0	
Cre09.g393765	Cre06.g250100_4532.2.p;Cre06.g250100_4532.1.p	Cre06.g250100_4532.2.p;Cre06.g250100_4532.1.p	54606|0	54606	27303	2	0|0	0.5	1	0.5	1	0.5	-0.21	273030	0	
Cre09.g393765	Cre06.g258800_4532.1.p	Cre06.g258800_4532.1.p	20032|8468	28500	14250	2	0|0	1	1	1	1	1	inf	142500	0	
