Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
Cre10.g421750	Cre06.g282600_4532.1.p	Cre06.g282600_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre06.g269350_4532.1.p	Cre06.g269350_4532.1.p	0|1	1	0.50	2	1|0	0.00	0.00	0.00	0.00	0.00	-2.66	1.00	0.70	
Cre10.g421750	Cre17.g746047_4532.1.p	Cre17.g746047_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre13.g581300_4532.7.p	Cre13.g581300_4532.7.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre10.g426152_4532.1.p	Cre10.g426152_4532.1.p	0|1	1	0.50	2	1|0	0.00	0.00	0.00	0.00	0.00	-2.66	1.00	0.70	
Cre10.g421750	Cre13.g567750_4532.1.p	Cre13.g567750_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre12.g520173_4532.1.p	Cre12.g520173_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre07.g346900_4532.1.p	Cre07.g346900_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre03.g169500_4532.1.p	Cre03.g169500_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g690200_4532.1.p	Cre16.g690200_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre09.g390000_4532.1.p	Cre09.g390000_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g109050_4532.1.p	Cre02.g109050_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre05.g235750_4532.1.p	Cre05.g235750_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre14.g624450_4532.1.p	Cre14.g624450_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre09.g390801_4532.3.p	Cre09.g390801_4532.3.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre10.g429750_4532.1.p	Cre10.g429750_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre01.g005050_4532.1.p	Cre01.g005050_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre04.g225000_4532.1.p	Cre04.g225000_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre17.g730450_4532.1.p	Cre17.g730450_4532.1.p	0|2	2	1.00	2	0|0	0.48	0.96	0.48	0.96	0.48	-1.22	10.00	0.36	
Cre10.g421750	Cre10.g427800_4532.1.p	Cre10.g427800_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre07.g331000_4532.1.p	Cre07.g331000_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre14.g618926_4532.1.p	Cre14.g618926_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g098750_4532.3.p	Cre02.g098750_4532.3.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g141550_4532.1.p	Cre02.g141550_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g648400_4532.1.p	Cre16.g648400_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre06.g800695_4532.1.p	Cre06.g800695_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre01.g021251_4532.1.p	Cre01.g021251_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre13.g604450_4532.1.p	Cre13.g604450_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre17.g699550_4532.1.p	Cre17.g699550_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre09.g411975_4532.1.p	Cre09.g411975_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre08.g363250_4532.2.p	Cre08.g363250_4532.2.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre05.g239250_4532.1.p	Cre05.g239250_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g103800_4532.1.p	Cre02.g103800_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre09.g391726_4532.1.p	Cre09.g391726_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre17.g738450_4532.1.p	Cre17.g738450_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g115650_4532.1.p	Cre02.g115650_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre13.g564800_4532.1.p	Cre13.g564800_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g691440_4532.1.p	Cre16.g691440_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre12.g510650_4532.4.p	Cre12.g510650_4532.4.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g672161_4532.2.p	Cre16.g672161_4532.2.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre10.g450850_4532.1.p	Cre10.g450850_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g082200_4532.1.p	Cre02.g082200_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre14.g610663_4532.1.p	Cre14.g610663_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre09.g397000_4532.1.p	Cre09.g397000_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g108200_4532.1.p	Cre02.g108200_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre11.g801241_4532.1.p	Cre11.g801241_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre12.g558950_4532.1.p	Cre12.g558950_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre13.g801550_4532.1.p	Cre13.g801550_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre07.g341350_4532.1.p	Cre07.g341350_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre17.g716101_4532.1.p	Cre17.g716101_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g652750_4532.1.p	Cre16.g652750_4532.1.p	0|2	2	1.00	2	0|0	0.48	0.96	0.48	0.96	0.48	-1.22	10.00	0.36	
Cre10.g421750	Cre09.g387171_4532.1.p	Cre09.g387171_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g652200_4532.1.p	Cre16.g652200_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g686100_4532.1.p	Cre16.g686100_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre17.g737100_4532.1.p	Cre17.g737100_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre06.g300850_4532.1.p	Cre06.g300850_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre13.g580600_4532.2.p	Cre13.g580600_4532.2.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre10.g420900_4532.2.p	Cre10.g420900_4532.2.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g683953_4532.1.p	Cre16.g683953_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre01.g003751_4532.1.p	Cre01.g003751_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g118000_4532.1.p	Cre02.g118000_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre13.g581650_4532.1.p	Cre13.g581650_4532.1.p	0|1	1	0.50	2	0|1	0.00	0.00	0.00	0.00	0.00	-2.66	1.00	0.70	
Cre10.g421750	Cre09.g398650_4532.1.p	Cre09.g398650_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g681014_4532.1.p	Cre16.g681014_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre01.g026550_4532.1.p	Cre01.g026550_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g683950_4532.1.p	Cre16.g683950_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre12.g522850_4532.1.p	Cre12.g522850_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre05.g244300_4532.1.p	Cre05.g244300_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre17.g725450_4532.1.p	Cre17.g725450_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g675850_4532.1.p	Cre16.g675850_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre11.g477625_4532.1.p	Cre11.g477625_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre13.g578950_4532.1.p	Cre13.g578950_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre11.g483200_4532.2.p	Cre11.g483200_4532.2.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre06.g305400_4532.2.p	Cre06.g305400_4532.2.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g090550_4532.1.p	Cre02.g090550_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre12.g509850_4532.1.p	Cre12.g509850_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre03.g170850_4532.1.p	Cre03.g170850_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre13.g566350_4532.1.p	Cre13.g566350_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre08.g376250_4532.1.p	Cre08.g376250_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre24.g755747_4532.1.p	Cre24.g755747_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre06.g278181_4532.1.p(+1)	Cre06.g278181_4532.1.p(+1)	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre14.g630600_4532.1.p	Cre14.g630600_4532.1.p	0|2	2	1.00	2	0|0	0.48	0.96	0.48	0.96	0.48	-1.22	10.00	0.36	
Cre10.g421750	Cre06.g260050_4532.1.p	Cre06.g260050_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre10.g465550_4532.1.p	Cre10.g465550_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre13.g570700_4532.1.p(+1)	Cre13.g570700_4532.1.p(+1)	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g680650_4532.1.p	Cre16.g680650_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre06.g278244_4532.1.p	Cre06.g278244_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre03.g166050_4532.1.p	Cre03.g166050_4532.1.p	0|1	1	0.50	2	0|1	0.00	0.00	0.00	0.00	0.00	-2.66	1.00	0.70	
Cre10.g421750	Cre16.g696050_4532.1.p	Cre16.g696050_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g141000_4532.1.p	Cre02.g141000_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre03.g186750_4532.1.p	Cre03.g186750_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre03.g170625_4532.1.p	Cre03.g170625_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre01.g013900_4532.1.p	Cre01.g013900_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre08.g370650_4532.1.p	Cre08.g370650_4532.1.p	0|1	1	0.50	2	2|1	0.00	0.00	0.00	0.00	0.00	-6.46	0.33	0.70	
Cre10.g421750	Cre06.g300250_4532.1.p	Cre06.g300250_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre08.g360564_4532.1.p	Cre08.g360564_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre04.g218050_4532.3.p	Cre04.g218050_4532.3.p	0|1	1	0.50	2	1|0	0.00	0.00	0.00	0.00	0.00	-2.66	1.00	0.70	
Cre10.g421750	Cre10.g422900_4532.1.p	Cre10.g422900_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre17.g725100_4532.1.p	Cre17.g725100_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre12.g543900_4532.1.p	Cre12.g543900_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre05.g245350_4532.1.p(+1)	Cre05.g245350_4532.1.p(+1)	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre06.g256420_4532.1.p	Cre06.g256420_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre13.g572732_4532.1.p	Cre13.g572732_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g694900_4532.1.p	Cre16.g694900_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre09.g395843_4532.1.p	Cre09.g395843_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre05.g242350_4532.1.p	Cre05.g242350_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre12.g548200_4532.1.p	Cre12.g548200_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre13.g587200_4532.1.p	Cre13.g587200_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre07.g343400_4532.1.p	Cre07.g343400_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre08.g362350_4532.1.p	Cre08.g362350_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre17.g743897_4532.1.p	Cre17.g743897_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre15.g801733_4532.1.p	Cre15.g801733_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g673393_4532.2.p	Cre16.g673393_4532.2.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre09.g398845_4532.1.p	Cre09.g398845_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre01.g022650_4532.2.p	Cre01.g022650_4532.2.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g103350_4532.1.p	Cre02.g103350_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre17.g802033_4532.1.p	Cre17.g802033_4532.1.p	0|2	2	1.00	2	0|0	0.48	0.96	0.48	0.96	0.48	-1.22	10.00	0.36	
Cre10.g421750	Cre08.g358577_4532.1.p	Cre08.g358577_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre15.g635250_4532.2.p	Cre15.g635250_4532.2.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre02.g078885_4532.1.p	Cre02.g078885_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre01.g016556_4532.1.p	Cre01.g016556_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre16.g691100_4532.1.p	Cre16.g691100_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre10.g437350_4532.1.p	Cre10.g437350_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre06.g800592_4532.1.p	Cre06.g800592_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre09.g413250_4532.1.p	Cre09.g413250_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre07.g324750_4532.1.p(+1)	Cre07.g324750_4532.1.p(+1)	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g421750	Cre06.g272500_4532.1.p	Cre06.g272500_4532.1.p	0|1	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre10.g438650	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	22|22	44	22.00	2	115|52	0.00	0.00	0.00	0.00	0.00	-292.02	0.26	0.70	
Cre10.g438650	Venus-FLAG	Venus-FLAG	41|23	64	32.00	2	147|111	0.00	0.00	0.00	0.00	0.00	-484.66	0.25	0.70	
Cre10.g438650	Cre06.g258800_4532.1.p	Cre06.g258800_4532.1.p	26|13	39	19.50	2	55|29	0.00	0.00	0.00	0.00	0.00	-141.66	0.46	0.70	
Cre10.g438650	Cre13.g592500_4532.1.p	Cre13.g592500_4532.1.p	42|20	62	31.00	2	28|15	0.00	0.00	0.00	0.00	0.00	-47.00	1.44	0.69	
Cre10.g438650	CreCp.g802313_4532.1.p	CreCp.g802313_4532.1.p	10|4	14	7.00	2	11|10	0.00	0.00	0.00	0.00	0.00	-34.06	0.67	0.70	
Cre10.g438650	Cre16.g651750_4532.2.p	Cre16.g651750_4532.2.p	25|6	31	15.50	2	22|13	0.00	0.00	0.00	0.00	0.00	-57.80	0.89	0.69	
Cre10.g438650	Cre06.g263450_4532.3.p	Cre06.g263450_4532.3.p	16|12	28	14.00	2	15|8	0.00	0.00	0.00	0.00	0.00	-23.63	1.22	0.69	
Cre10.g438650	Cre09.g394200_4532.1.p(+2)	Cre09.g394200_4532.1.p(+2)	11|9	20	10.00	2	16|7	0.00	0.00	0.00	0.00	0.00	-27.92	0.87	0.70	
Cre10.g438650	Cre01.g010900_4532.1.p	Cre01.g010900_4532.1.p	14|10	24	12.00	2	9|4	0.01	0.01	0.01	0.01	0.01	-9.23	1.85	0.65	
Cre10.g438650	Cre12.g483700_4532.3.p	Cre12.g483700_4532.3.p	11|2	13	6.50	2	7|4	0.01	0.01	0.01	0.01	0.01	-18.23	1.18	0.65	
Cre10.g438650	Cre06.g307500_4532.1.p	Cre06.g307500_4532.1.p	10|6	16	8.00	2	8|6	0.00	0.00	0.00	0.00	0.00	-16.74	1.14	0.69	
Cre10.g438650	Cre05.g234550_4532.2.p	Cre05.g234550_4532.2.p	30|4	34	17.00	2	14|10	0.11	0.21	0.11	0.21	0.11	-40.19	1.42	0.54	
Cre10.g438650	Cre10.g452800_4532.1.p	Cre10.g452800_4532.1.p	5|3	8	4.00	2	2|2	0.17	0.31	0.17	0.31	0.17	-3.48	2.00	0.52	
Cre10.g438650	Cre11.g467547_4532.1.p	Cre11.g467547_4532.1.p	12|1	13	6.50	2	8|2	0.04	0.07	0.04	0.07	0.04	-17.97	1.30	0.60	
Cre10.g438650	Cre04.g223100_4532.1.p	Cre04.g223100_4532.1.p	12|6	18	9.00	2	12|6	0.00	0.00	0.00	0.00	0.00	-23.89	1.00	0.69	
Cre10.g438650	Cre06.g250100_4532.1.p	Cre06.g250100_4532.1.p	8|4	12	6.00	2	7|4	0.00	0.00	0.00	0.00	0.00	-14.45	1.09	0.68	
Cre10.g438650	Cre03.g204250_4532.2.p	Cre03.g204250_4532.2.p	12|3	15	7.50	2	11|7	0.00	0.00	0.00	0.00	0.00	-30.20	0.83	0.69	
Cre10.g438650	Cre05.g248450_4532.1.p	Cre05.g248450_4532.1.p	14|5	19	9.50	2	5|3	0.49	0.98	0.49	0.98	0.49	-7.63	2.38	0.35	
Cre10.g438650	Cre08.g368500_4532.1.p	Cre08.g368500_4532.1.p	13|6	19	9.50	2	8|0	0.29	0.58	0.29	0.58	0.29	-5.34	2.38	0.46	
Cre10.g438650	Cre11.g476750_4532.1.p	Cre11.g476750_4532.1.p	1|2	3	1.50	2	4|5	0.00	0.00	0.00	0.00	0.00	-16.46	0.33	0.70	
Cre10.g438650	Cre08.g800885_4532.1.p	Cre08.g800885_4532.1.p	10|4	14	7.00	2	8|2	0.01	0.01	0.01	0.01	0.01	-12.05	1.40	0.65	
Cre10.g438650	Cre14.g620600_4532.1.p	Cre14.g620600_4532.1.p	6|3	9	4.50	2	18|8	0.00	0.00	0.00	0.00	0.00	-46.36	0.35	0.70	
Cre10.g438650	Cre03.g194850_4532.4.p	Cre03.g194850_4532.4.p	1|1	2	1.00	2	2|3	0.00	0.00	0.00	0.00	0.00	-8.36	0.40	0.70	
Cre10.g438650	Cre09.g397697_4532.1.p	Cre09.g397697_4532.1.p	6|1	7	3.50	2	7|3	0.00	0.00	0.00	0.00	0.00	-18.37	0.70	0.68	
Cre10.g438650	Cre06.g250200_4532.3.p	Cre06.g250200_4532.3.p	7|4	11	5.50	2	3|2	0.28	0.53	0.28	0.53	0.28	-3.81	2.20	0.49	
