Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
Cre01.g005534	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	35|60	95	47.50	2	115|52	0.00	0.00	0.00	0.00	0.00	-259.71	0.57	0.70	
Cre01.g005534	Venus-FLAG	Venus-FLAG	6|12	18	9.00	2	147|111	0.00	0.00	0.00	0.00	0.00	-546.20	0.07	0.70	
Cre01.g005534	Cre06.g258800_4532.1.p	Cre06.g258800_4532.1.p	24|31	55	27.50	2	55|29	0.00	0.00	0.00	0.00	0.00	-117.12	0.65	0.70	
Cre01.g005534	Cre13.g592500_4532.1.p	Cre13.g592500_4532.1.p	10|13	23	11.50	2	28|15	0.00	0.00	0.00	0.00	0.00	-64.78	0.53	0.70	
Cre01.g005534	CreCp.g802313_4532.1.p	CreCp.g802313_4532.1.p	3|7	10	5.00	2	11|10	0.00	0.00	0.00	0.00	0.00	-36.44	0.48	0.70	
Cre01.g005534	Cre16.g651750_4532.2.p	Cre16.g651750_4532.2.p	16|10	26	13.00	2	22|13	0.00	0.00	0.00	0.00	0.00	-49.19	0.74	0.70	
Cre01.g005534	Cre06.g263450_4532.3.p	Cre06.g263450_4532.3.p	12|18	30	15.00	2	15|8	0.00	0.00	0.00	0.00	0.00	-23.63	1.30	0.69	
Cre01.g005534	Cre09.g394200_4532.1.p(+2)	Cre09.g394200_4532.1.p(+2)	8|9	17	8.50	2	16|7	0.00	0.00	0.00	0.00	0.00	-29.60	0.74	0.70	
Cre01.g005534	Cre01.g010900_4532.1.p	Cre01.g010900_4532.1.p	7|12	19	9.50	2	9|4	0.00	0.00	0.00	0.00	0.00	-13.30	1.46	0.67	
Cre01.g005534	Cre12.g483700_4532.3.p	Cre12.g483700_4532.3.p	9|13	22	11.00	2	7|4	0.06	0.13	0.06	0.13	0.06	-7.23	2.00	0.58	
Cre01.g005534	Cre06.g307500_4532.1.p	Cre06.g307500_4532.1.p	11|15	26	13.00	2	8|6	0.01	0.01	0.01	0.01	0.01	-9.63	1.86	0.65	
Cre01.g005534	Cre05.g234550_4532.2.p	Cre05.g234550_4532.2.p	8|11	19	9.50	2	14|10	0.00	0.00	0.00	0.00	0.00	-31.98	0.79	0.70	
Cre01.g005534	Cre15.g635650_4532.1.p	Cre15.g635650_4532.1.p	3|11	14	7.00	2	23|7	0.00	0.00	0.00	0.00	0.00	-54.46	0.47	0.70	
Cre01.g005534	Cre10.g452800_4532.1.p	Cre10.g452800_4532.1.p	9|10	19	9.50	2	2|2	0.99	0.99	0.99	0.99	0.99	3.94	4.75	0.00	
Cre01.g005534	Cre11.g467547_4532.1.p	Cre11.g467547_4532.1.p	7|9	16	8.00	2	8|2	0.00	0.00	0.00	0.00	0.00	-7.80	1.60	0.66	
Cre01.g005534	Cre04.g223100_4532.1.p	Cre04.g223100_4532.1.p	9|12	21	10.50	2	12|6	0.00	0.00	0.00	0.00	0.00	-19.20	1.17	0.69	
Cre01.g005534	Cre06.g250100_4532.1.p	Cre06.g250100_4532.1.p	2|5	7	3.50	2	7|4	0.00	0.00	0.00	0.00	0.00	-18.23	0.64	0.70	
Cre01.g005534	Cre03.g204250_4532.2.p	Cre03.g204250_4532.2.p	1|3	4	2.00	2	11|7	0.00	0.00	0.00	0.00	0.00	-35.63	0.22	0.70	
Cre01.g005534	Cre05.g248450_4532.1.p	Cre05.g248450_4532.1.p	3|8	11	5.50	2	5|3	0.01	0.03	0.01	0.03	0.01	-10.51	1.38	0.64	
Cre01.g005534	Cre08.g368500_4532.1.p	Cre08.g368500_4532.1.p	3|14	17	8.50	2	8|0	0.34	0.68	0.34	0.68	0.34	-9.58	2.12	0.46	
Cre01.g005534	Cre11.g476750_4532.1.p	Cre11.g476750_4532.1.p	3|3	6	3.00	2	4|5	0.00	0.00	0.00	0.00	0.00	-12.40	0.67	0.70	
Cre01.g005534	Cre08.g800885_4532.1.p	Cre08.g800885_4532.1.p	4|9	13	6.50	2	8|2	0.00	0.00	0.00	0.00	0.00	-12.05	1.30	0.67	
Cre01.g005534	Cre14.g620600_4532.1.p	Cre14.g620600_4532.1.p	2|9	11	5.50	2	18|8	0.00	0.00	0.00	0.00	0.00	-49.23	0.42	0.70	
Cre01.g005534	Cre03.g194850_4532.4.p	Cre03.g194850_4532.4.p	1|4	5	2.50	2	2|3	0.01	0.02	0.01	0.02	0.01	-8.36	1.00	0.64	
Cre01.g005534	Cre09.g397697_4532.1.p	Cre09.g397697_4532.1.p	3|8	11	5.50	2	7|3	0.00	0.00	0.00	0.00	0.00	-14.11	1.10	0.67	
Cre01.g005534	Cre06.g250200_4532.3.p	Cre06.g250200_4532.3.p	2|6	8	4.00	2	3|2	0.12	0.24	0.12	0.24	0.12	-6.71	1.60	0.53	
Cre01.g005534	Cre06.g282800_4532.3.p	Cre06.g282800_4532.3.p	4|10	14	7.00	2	1|0	0.98	1.00	0.98	1.00	0.98	3.01	14.00	0.01	
Cre01.g005534	Cre12.g542250_4532.3.p	Cre12.g542250_4532.3.p	1|7	8	4.00	2	3|3	0.09	0.19	0.09	0.19	0.09	-10.26	1.33	0.57	
Cre01.g005534	Cre03.g145967_4532.1.p	Cre03.g145967_4532.1.p	4|6	10	5.00	2	1|1	0.86	0.97	0.86	0.97	0.86	1.13	5.00	0.03	
Cre01.g005534	Cre08.g372100_4532.2.p	Cre08.g372100_4532.2.p	4|4	8	4.00	2	6|4	0.00	0.00	0.00	0.00	0.00	-12.59	0.80	0.70	
Cre01.g005534	Cre10.g436550_4532.1.p	Cre10.g436550_4532.1.p	5|7	12	6.00	2	8|8	0.00	0.00	0.00	0.00	0.00	-22.10	0.75	0.70	
Cre01.g005534	CreCp.g802314_4532.1.p	CreCp.g802314_4532.1.p	3|5	8	4.00	2	2|1	0.42	0.69	0.42	0.69	0.42	-1.75	2.67	0.43	
Cre01.g005534	Cre16.g672300_4532.1.p	Cre16.g672300_4532.1.p	2|2	4	2.00	2	5|1	0.00	0.00	0.00	0.00	0.00	-8.05	0.67	0.70	
Cre01.g005534	Cre14.g630100_4532.3.p	Cre14.g630100_4532.3.p	4|5	9	4.50	2	8|3	0.00	0.00	0.00	0.00	0.00	-14.18	0.82	0.70	
Cre01.g005534	Cre09.g400650_4532.2.p	Cre09.g400650_4532.2.p	1|5	6	3.00	2	8|1	0.00	0.00	0.00	0.00	0.00	-15.79	0.67	0.68	
Cre01.g005534	CreCp.g802323_4532.1.p	CreCp.g802323_4532.1.p	1|5	6	3.00	2	2|2	0.16	0.31	0.16	0.31	0.16	-6.35	1.50	0.52	
Cre01.g005534	Cre12.g520500_4532.1.p	Cre12.g520500_4532.1.p	3|2	5	2.50	2	2|0	0.37	0.50	0.37	0.50	0.37	-1.13	2.50	0.45	
Cre01.g005534	Cre07.g353450_4532.2.p	Cre07.g353450_4532.2.p	1|4	5	2.50	2	3|1	0.05	0.11	0.05	0.11	0.05	-6.35	1.25	0.58	
Cre01.g005534	Cre02.g087950_4532.1.p	Cre02.g087950_4532.1.p	1|2	3	1.50	2	0|0	0.48	0.96	0.48	0.96	0.48	1.28	15.00	0.36	
Cre01.g005534	Cre10.g437450_4532.1.p	Cre10.g437450_4532.1.p	3|4	7	3.50	2	4|4	0.00	0.00	0.00	0.00	0.00	-10.51	0.88	0.70	
Cre01.g005534	Cre14.g629300_4532.1.p	Cre14.g629300_4532.1.p	3|5	8	4.00	2	5|2	0.00	0.00	0.00	0.00	0.00	-8.76	1.14	0.67	
Cre01.g005534	Cre04.g232104_4532.1.p	Cre04.g232104_4532.1.p	3|4	7	3.50	2	4|4	0.00	0.00	0.00	0.00	0.00	-10.51	0.88	0.70	
Cre01.g005534	Cre09.g392867_4532.11.p	Cre09.g392867_4532.11.p	6|7	13	6.50	2	9|5	0.00	0.00	0.00	0.00	0.00	-16.78	0.93	0.70	
Cre01.g005534	Cre02.g080700_4532.1.p	Cre02.g080700_4532.1.p	1|2	3	1.50	2	6|4	0.00	0.00	0.00	0.00	0.00	-18.50	0.30	0.70	
Cre01.g005534	Cre12.g530650_4532.1.p	Cre12.g530650_4532.1.p	1|4	5	2.50	2	0|1	0.48	0.95	0.48	0.95	0.48	-1.05	5.00	0.42	
Cre01.g005534	Cre03.g190950_4532.1.p(+1)	Cre03.g190950_4532.1.p(+1)	1|3	4	2.00	2	2|0	0.25	0.50	0.25	0.50	0.25	-2.61	2.00	0.50	
Cre01.g005534	Cre12.g516200_4532.3.p	Cre12.g516200_4532.3.p	1|2	3	1.50	2	3|1	0.00	0.00	0.00	0.00	0.00	-6.35	0.75	0.70	
Cre01.g005534	Cre02.g088900_4532.1.p	Cre02.g088900_4532.1.p	2|3	5	2.50	2	3|2	0.00	0.01	0.00	0.01	0.00	-6.71	1.00	0.66	
Cre01.g005534	Cre03.g199087_4532.1.p	Cre03.g199087_4532.1.p	2|1	3	1.50	2	5|3	0.00	0.00	0.00	0.00	0.00	-14.34	0.38	0.70	
Cre01.g005534	Cre03.g158900_4532.1.p	Cre03.g158900_4532.1.p	2|4	6	3.00	2	2|1	0.22	0.39	0.22	0.39	0.22	-3.15	2.00	0.51	
Cre01.g005534	Cre11.g467684_4532.2.p	Cre11.g467684_4532.2.p	3|1	4	2.00	2	9|9	0.00	0.00	0.00	0.00	0.00	-35.63	0.22	0.70	
Cre01.g005534	Cre13.g568650_4532.1.p	Cre13.g568650_4532.1.p	1|3	4	2.00	2	8|2	0.00	0.00	0.00	0.00	0.00	-17.97	0.40	0.70	
Cre01.g005534	Cre12.g529651_4532.2.p	Cre12.g529651_4532.2.p	2|2	4	2.00	2	7|1	0.00	0.00	0.00	0.00	0.00	-11.58	0.50	0.70	
Cre01.g005534	Cre10.g417700_4532.1.p	Cre10.g417700_4532.1.p	4|3	7	3.50	2	3|1	0.07	0.11	0.07	0.11	0.07	-3.48	1.75	0.58	
Cre01.g005534	Cre06.g265250_4532.1.p(+2)	Cre06.g265250_4532.1.p(+2)	2|2	4	2.00	2	6|0	0.00	0.00	0.00	0.00	0.00	-7.65	0.67	0.70	
Cre01.g005534	Cre08.g359350_4532.1.p	Cre08.g359350_4532.1.p	1|5	6	3.00	2	1|0	0.49	0.99	0.49	0.99	0.49	-1.05	6.00	0.34	
Cre01.g005534	Cre09.g396213_4532.1.p	Cre09.g396213_4532.1.p	6|5	11	5.50	2	3|4	0.01	0.01	0.01	0.01	0.01	-5.88	1.57	0.65	
Cre01.g005534	Cre17.g720250_4532.1.p	Cre17.g720250_4532.1.p	1|0	1	0.50	2	3|2	0.00	0.00	0.00	0.00	0.00	-10.68	0.20	0.70	
Cre01.g005534	Cre09.g398900_4532.1.p(+1)	Cre09.g398900_4532.1.p(+1)	3|4	7	3.50	2	7|2	0.00	0.00	0.00	0.00	0.00	-12.04	0.78	0.70	
Cre01.g005534	Cre01.g007051_4532.1.p	Cre01.g007051_4532.1.p	2|2	4	2.00	2	4|1	0.00	0.00	0.00	0.00	0.00	-6.57	0.80	0.70	
Cre01.g005534	Cre10.g435800_4532.1.p	Cre10.g435800_4532.1.p	2|3	5	2.50	2	3|2	0.00	0.01	0.00	0.01	0.00	-6.71	1.00	0.66	
Cre01.g005534	Cre13.g591200_4532.1.p	Cre13.g591200_4532.1.p	1|2	3	1.50	2	1|2	0.02	0.04	0.02	0.04	0.02	-4.65	1.00	0.61	
Cre01.g005534	Cre09.g396100_4532.1.p	Cre09.g396100_4532.1.p	5|3	8	4.00	2	1|2	0.42	0.69	0.42	0.69	0.42	-1.75	2.67	0.43	
Cre01.g005534	Cre48.g761197_4532.1.p	Cre48.g761197_4532.1.p	1|3	4	2.00	2	0|1	0.42	0.83	0.42	0.83	0.42	-1.05	4.00	0.43	
Cre01.g005534	Cre07.g331550_4532.1.p	Cre07.g331550_4532.1.p	2|3	5	2.50	2	1|0	0.70	0.83	0.70	0.83	0.70	0.27	5.00	0.07	
Cre01.g005534	Cre12.g513150_4532.1.p	Cre12.g513150_4532.1.p	4|2	6	3.00	2	11|3	0.00	0.00	0.00	0.00	0.00	-23.69	0.43	0.70	
Cre01.g005534	Cre06.g278162_4532.1.p	Cre06.g278162_4532.1.p	2|3	5	2.50	2	8|3	0.00	0.00	0.00	0.00	0.00	-17.95	0.45	0.70	
Cre01.g005534	Cre11.g467770_4532.1.p	Cre11.g467770_4532.1.p	1|2	3	1.50	2	4|3	0.00	0.00	0.00	0.00	0.00	-12.34	0.43	0.70	
Cre01.g005534	Cre05.g238332_4532.3.p	Cre05.g238332_4532.3.p	1|2	3	1.50	2	0|1	0.28	0.57	0.28	0.57	0.28	-1.05	3.00	0.46	
Cre01.g005534	Cre05.g238650_4532.1.p	Cre05.g238650_4532.1.p	3|3	6	3.00	2	3|2	0.01	0.01	0.01	0.01	0.01	-5.23	1.20	0.65	
Cre01.g005534	Cre12.g488173_4532.1.p	Cre12.g488173_4532.1.p	2|0	2	1.00	2	5|2	0.00	0.00	0.00	0.00	0.00	-14.98	0.29	0.70	
Cre01.g005534	Cre13.g568900_4532.1.p	Cre13.g568900_4532.1.p	1|5	6	3.00	2	4|0	0.17	0.34	0.17	0.34	0.17	-5.77	1.50	0.52	
Cre01.g005534	Cre14.g616700_4532.1.p	Cre14.g616700_4532.1.p	2|0	2	1.00	2	18|7	0.00	0.00	0.00	0.00	0.00	-54.18	0.08	0.70	
Cre01.g005534	Cre12.g485150_4532.1.p	Cre12.g485150_4532.1.p	1|2	3	1.50	2	1|1	0.10	0.20	0.10	0.20	0.10	-2.85	1.50	0.55	
Cre01.g005534	Cre14.g612450_4532.1.p	Cre14.g612450_4532.1.p	1|3	4	2.00	2	4|2	0.00	0.00	0.00	0.00	0.00	-10.26	0.67	0.70	
Cre01.g005534	CreCp.g802267_4532.1.p	CreCp.g802267_4532.1.p	1|3	4	2.00	2	2|2	0.01	0.03	0.01	0.03	0.01	-6.35	1.00	0.63	
Cre01.g005534	Cre09.g388726_4532.1.p	Cre09.g388726_4532.1.p	2|3	5	2.50	2	1|0	0.70	0.83	0.70	0.83	0.70	0.27	5.00	0.07	
Cre01.g005534	Cre06.g298650_4532.3.p	Cre06.g298650_4532.3.p	2|4	6	3.00	2	2|3	0.01	0.02	0.01	0.02	0.01	-6.71	1.20	0.64	
Cre01.g005534	Cre01.g016514_4532.1.p	Cre01.g016514_4532.1.p	1|2	3	1.50	2	2|2	0.00	0.00	0.00	0.00	0.00	-6.35	0.75	0.70	
Cre01.g005534	Cre01.g011000_4532.1.p	Cre01.g011000_4532.1.p	1|4	5	2.50	2	5|5	0.00	0.00	0.00	0.00	0.00	-18.50	0.50	0.70	
Cre01.g005534	Cre06.g257500_4532.1.p	Cre06.g257500_4532.1.p	2|3	5	2.50	2	4|1	0.00	0.01	0.00	0.01	0.00	-6.57	1.00	0.66	
Cre01.g005534	Cre14.g621450_4532.1.p	Cre14.g621450_4532.1.p	1|3	4	2.00	2	2|0	0.25	0.50	0.25	0.50	0.25	-2.61	2.00	0.50	
Cre01.g005534	Cre06.g285250_4532.1.p	Cre06.g285250_4532.1.p	1|4	5	2.50	2	6|5	0.00	0.00	0.00	0.00	0.00	-20.65	0.45	0.70	
Cre01.g005534	Cre03.g149100_4532.1.p	Cre03.g149100_4532.1.p	2|5	7	3.50	2	1|1	0.55	0.90	0.55	0.90	0.55	-1.40	3.50	0.15	
Cre01.g005534	Cre06.g272800_4532.2.p	Cre06.g272800_4532.2.p	2|3	5	2.50	2	3|1	0.01	0.03	0.01	0.03	0.01	-4.93	1.25	0.63	
Cre01.g005534	Cre12.g544450_4532.1.p	Cre12.g544450_4532.1.p	8|8	16	8.00	2	6|4	0.00	0.00	0.00	0.00	0.00	-6.89	1.60	0.67	
Cre01.g005534	Cre06.g275100_4532.2.p	Cre06.g275100_4532.2.p	2|2	4	2.00	2	3|1	0.00	0.00	0.00	0.00	0.00	-4.93	1.00	0.70	
Cre01.g005534	Cre10.g440050_4532.1.p	Cre10.g440050_4532.1.p	1|2	3	1.50	2	1|2	0.02	0.04	0.02	0.04	0.02	-4.65	1.00	0.61	
Cre01.g005534	Cre09.g389689_4532.1.p	Cre09.g389689_4532.1.p	2|2	4	2.00	2	1|1	0.20	0.20	0.20	0.20	0.20	-1.40	2.00	0.52	
Cre01.g005534	Cre09.g393358_4532.1.p	Cre09.g393358_4532.1.p	1|3	4	2.00	2	4|2	0.00	0.00	0.00	0.00	0.00	-10.26	0.67	0.70	
Cre01.g005534	Cre12.g498900_4532.1.p	Cre12.g498900_4532.1.p	1|2	3	1.50	2	5|0	0.00	0.00	0.00	0.00	0.00	-7.79	0.60	0.70	
Cre01.g005534	Cre01.g028950_4532.1.p	Cre01.g028950_4532.1.p	1|5	6	3.00	2	4|1	0.04	0.08	0.04	0.08	0.04	-8.21	1.20	0.59	
Cre01.g005534	Cre08.g372450_4532.1.p	Cre08.g372450_4532.1.p	1|1	2	1.00	2	7|4	0.00	0.00	0.00	0.00	0.00	-20.65	0.18	0.70	
Cre01.g005534	Cre10.g444500_4532.1.p	Cre10.g444500_4532.1.p	1|5	6	3.00	2	3|1	0.16	0.31	0.16	0.31	0.16	-6.35	1.50	0.52	
Cre01.g005534	Cre06.g269400_4532.1.p	Cre06.g269400_4532.1.p	1|0	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre01.g005534	Cre06.g263250_4532.1.p	Cre06.g263250_4532.1.p	2|1	3	1.50	2	0|1	0.28	0.57	0.28	0.57	0.28	-1.05	3.00	0.46	
Cre01.g005534	Cre02.g101350_4532.1.p	Cre02.g101350_4532.1.p	1|2	3	1.50	2	1|0	0.28	0.57	0.28	0.57	0.28	-1.05	3.00	0.46	
Cre01.g005534	Cre11.g467633_4532.1.p	Cre11.g467633_4532.1.p	1|0	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre01.g005534	Cre06.g257601_4532.2.p	Cre06.g257601_4532.2.p	2|2	4	2.00	2	1|1	0.20	0.20	0.20	0.20	0.20	-1.40	2.00	0.52	
Cre01.g005534	Cre11.g479500_4532.1.p	Cre11.g479500_4532.1.p	1|1	2	1.00	2	2|1	0.00	0.00	0.00	0.00	0.00	-4.65	0.67	0.70	
Cre01.g005534	Cre12.g550850_4532.2.p	Cre12.g550850_4532.2.p	1|1	2	1.00	2	1|1	0.00	0.00	0.00	0.00	0.00	-2.85	1.00	0.70	
Cre01.g005534	Cre06.g261450_4532.1.p	Cre06.g261450_4532.1.p	1|1	2	1.00	2	2|0	0.00	0.00	0.00	0.00	0.00	-2.61	1.00	0.70	
Cre01.g005534	Cre10.g432800_4532.3.p	Cre10.g432800_4532.3.p	1|1	2	1.00	2	3|0	0.00	0.00	0.00	0.00	0.00	-4.37	0.67	0.70	
Cre01.g005534	Cre10.g424100_4532.1.p	Cre10.g424100_4532.1.p	2|2	4	2.00	2	3|3	0.00	0.00	0.00	0.00	0.00	-8.44	0.67	0.70	
Cre01.g005534	Cre03.g199000_4532.4.p	Cre03.g199000_4532.4.p	2|1	3	1.50	2	0|0	0.48	0.96	0.48	0.96	0.48	1.28	15.00	0.36	
Cre01.g005534	Cre01.g032300_4532.2.p	Cre01.g032300_4532.2.p	2|3	5	2.50	2	2|3	0.00	0.01	0.00	0.01	0.00	-6.71	1.00	0.66	
Cre01.g005534	Cre02.g076350_4532.1.p	Cre02.g076350_4532.1.p	1|4	5	2.50	2	0|0	0.50	1.00	0.50	1.00	0.50	1.28	25.00	0.27	
Cre01.g005534	Cre05.g238687_4532.1.p	Cre05.g238687_4532.1.p	1|3	4	2.00	2	4|3	0.00	0.00	0.00	0.00	0.00	-12.34	0.57	0.70	
Cre01.g005534	Cre06.g259900_4532.2.p	Cre06.g259900_4532.2.p	1|1	2	1.00	2	1|0	0.00	0.00	0.00	0.00	0.00	-1.05	2.00	0.70	
Cre01.g005534	Cre10.g434750_4532.1.p	Cre10.g434750_4532.1.p	1|1	2	1.00	2	1|1	0.00	0.00	0.00	0.00	0.00	-2.85	1.00	0.70	
Cre01.g005534	Cre03.g176651_4532.1.p	Cre03.g176651_4532.1.p	1|0	1	0.50	2	8|3	0.00	0.00	0.00	0.00	0.00	-23.48	0.09	0.70	
Cre01.g005534	Cre09.g396800_4532.1.p	Cre09.g396800_4532.1.p	3|2	5	2.50	2	0|1	0.70	0.83	0.70	0.83	0.70	0.27	5.00	0.07	
Cre01.g005534	Cre06.g274800_4532.1.p	Cre06.g274800_4532.1.p	1|1	2	1.00	2	1|0	0.00	0.00	0.00	0.00	0.00	-1.05	2.00	0.70	
Cre01.g005534	Cre12.g559250_4532.2.p	Cre12.g559250_4532.2.p	1|1	2	1.00	2	0|1	0.00	0.00	0.00	0.00	0.00	-1.05	2.00	0.70	
Cre01.g005534	Cre06.g272850_4532.1.p	Cre06.g272850_4532.1.p	1|1	2	1.00	2	0|1	0.00	0.00	0.00	0.00	0.00	-1.05	2.00	0.70	
Cre01.g005534	Cre08.g386000_4532.1.p	Cre08.g386000_4532.1.p	1|1	2	1.00	2	2|1	0.00	0.00	0.00	0.00	0.00	-4.65	0.67	0.70	
Cre01.g005534	Cre01.g015350_4532.1.p	Cre01.g015350_4532.1.p	1|0	1	0.50	2	1|1	0.00	0.00	0.00	0.00	0.00	-4.26	0.50	0.70	
Cre01.g005534	Cre18.g749997_4532.1.p	Cre18.g749997_4532.1.p	1|0	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre01.g005534	Cre06.g250300_4532.1.p	Cre06.g250300_4532.1.p	1|1	2	1.00	2	0|0	0.00	0.00	0.00	0.00	0.00	1.28	10.00	0.70	
Cre01.g005534	Cre06.g294950_4532.1.p	Cre06.g294950_4532.1.p	1|2	3	1.50	2	1|1	0.10	0.20	0.10	0.20	0.10	-2.85	1.50	0.55	
Cre01.g005534	CreCp.g802331_4532.1.p	CreCp.g802331_4532.1.p	1|1	2	1.00	2	2|1	0.00	0.00	0.00	0.00	0.00	-4.65	0.67	0.70	
Cre01.g005534	Cre09.g417150_4532.2.p	Cre09.g417150_4532.2.p	2|3	5	2.50	2	1|0	0.70	0.83	0.70	0.83	0.70	0.27	5.00	0.07	
Cre01.g005534	Cre02.g094450_4532.1.p	Cre02.g094450_4532.1.p	1|2	3	1.50	2	3|1	0.00	0.00	0.00	0.00	0.00	-6.35	0.75	0.70	
Cre01.g005534	Cre16.g670850_4532.1.p	Cre16.g670850_4532.1.p	1|1	2	1.00	2	2|0	0.00	0.00	0.00	0.00	0.00	-2.61	1.00	0.70	
Cre01.g005534	Cre11.g468359_4532.1.p	Cre11.g468359_4532.1.p	1|3	4	2.00	2	2|0	0.25	0.50	0.25	0.50	0.25	-2.61	2.00	0.50	
Cre01.g005534	Cre03.g191050_4532.1.p	Cre03.g191050_4532.1.p	1|1	2	1.00	2	2|1	0.00	0.00	0.00	0.00	0.00	-4.65	0.67	0.70	
Cre01.g005534	Cre16.g670100_4532.1.p	Cre16.g670100_4532.1.p	1|0	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre01.g005534	Cre02.g107400_4532.1.p	Cre02.g107400_4532.1.p	1|1	2	1.00	2	0|2	0.00	0.00	0.00	0.00	0.00	-2.61	1.00	0.70	
Cre01.g005534	Cre17.g717900_4532.1.p	Cre17.g717900_4532.1.p	1|0	1	0.50	2	3|0	0.00	0.00	0.00	0.00	0.00	-6.18	0.33	0.70	
Cre01.g005534	Cre02.g091100_4532.1.p	Cre02.g091100_4532.1.p	1|2	3	1.50	2	2|0	0.12	0.24	0.12	0.24	0.12	-2.61	1.50	0.53	
Cre01.g005534	Cre02.g146300_4532.2.p	Cre02.g146300_4532.2.p	1|0	1	0.50	2	0|1	0.00	0.00	0.00	0.00	0.00	-2.66	1.00	0.70	
Cre01.g005534	Cre02.g083800_4532.1.p	Cre02.g083800_4532.1.p	2|2	4	2.00	2	0|0	0.96	0.96	0.96	0.96	0.96	3.32	20.00	0.01	
Cre01.g005534	Cre06.g258363_4532.1.p	Cre06.g258363_4532.1.p	1|0	1	0.50	2	0|1	0.00	0.00	0.00	0.00	0.00	-2.66	1.00	0.70	
Cre01.g005534	Cre12.g497800_4532.1.p	Cre12.g497800_4532.1.p	1|0	1	0.50	2	1|0	0.00	0.00	0.00	0.00	0.00	-2.66	1.00	0.70	
Cre01.g005534	Cre03.g185550_4532.5.p	Cre03.g185550_4532.5.p	1|0	1	0.50	2	5|1	0.00	0.00	0.00	0.00	0.00	-12.38	0.17	0.70	
Cre01.g005534	Cre06.g275900_4532.1.p	Cre06.g275900_4532.1.p	1|1	2	1.00	2	4|1	0.00	0.00	0.00	0.00	0.00	-8.21	0.40	0.70	
Cre01.g005534	Cre01.g044850_4532.1.p	Cre01.g044850_4532.1.p	1|0	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre01.g005534	Cre18.g749797_4532.1.p	Cre18.g749797_4532.1.p	1|0	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre01.g005534	Cre02.g088200_4532.2.p	Cre02.g088200_4532.2.p	1|2	3	1.50	2	3|0	0.03	0.07	0.03	0.07	0.03	-4.37	1.00	0.60	
Cre01.g005534	Cre14.g621501_4532.1.p	Cre14.g621501_4532.1.p	1|1	2	1.00	2	2|1	0.00	0.00	0.00	0.00	0.00	-4.65	0.67	0.70	
Cre01.g005534	Cre07.g335050_4532.1.p	Cre07.g335050_4532.1.p	1|1	2	1.00	2	0|1	0.00	0.00	0.00	0.00	0.00	-1.05	2.00	0.70	
Cre01.g005534	Cre13.g588959_4532.1.p	Cre13.g588959_4532.1.p	1|0	1	0.50	2	1|0	0.00	0.00	0.00	0.00	0.00	-2.66	1.00	0.70	
Cre01.g005534	Cre10.g462250_4532.1.p	Cre10.g462250_4532.1.p	1|2	3	1.50	2	1|0	0.28	0.57	0.28	0.57	0.28	-1.05	3.00	0.46	
Cre01.g005534	Cre16.g693600_4532.3.p	Cre16.g693600_4532.3.p	2|1	3	1.50	2	1|1	0.10	0.20	0.10	0.20	0.10	-2.85	1.50	0.55	
Cre01.g005534	Cre13.g567450_4532.1.p	Cre13.g567450_4532.1.p	1|1	2	1.00	2	0|0	0.00	0.00	0.00	0.00	0.00	1.28	10.00	0.70	
Cre01.g005534	Cre08.g377800_4532.1.p	Cre08.g377800_4532.1.p	1|0	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre01.g005534	CreCp.g802312_4532.1.p	CreCp.g802312_4532.1.p	1|0	1	0.50	2	0|1	0.00	0.00	0.00	0.00	0.00	-2.66	1.00	0.70	
Cre01.g005534	Cre03.g201450_4532.1.p	Cre03.g201450_4532.1.p	1|0	1	0.50	2	0|0	0.00	0.00	0.00	0.00	0.00	-1.22	5.00	0.70	
Cre01.g005534	Cre03.g194200_4532.5.p	Cre03.g194200_4532.5.p	1|1	2	1.00	2	1|1	0.00	0.00	0.00	0.00	0.00	-2.85	1.00	0.70	
Cre01.g005534	Cre13.g801579_4532.1.p	Cre13.g801579_4532.1.p	2|0	2	1.00	2	0|0	0.48	0.96	0.48	0.96	0.48	-1.22	10.00	0.36	
Cre01.g005534	Cre06.g272050_4532.1.p(+1)	Cre06.g272050_4532.1.p(+1)	1|2	3	1.50	2	2|1	0.02	0.04	0.02	0.04	0.02	-4.65	1.00	0.61	
Cre01.g005534	Cre05.g234400_4532.2.p	Cre05.g234400_4532.2.p	1|1	2	1.00	2	0|0	0.00	0.00	0.00	0.00	0.00	1.28	10.00	0.70	
